episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,custom_metrics/rotation_mean,custom_metrics/rotation_min,custom_metrics/rotation_max,custom_metrics/throttle_mean,custom_metrics/throttle_min,custom_metrics/throttle_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/td_error,info/learner/default_policy/actor_loss,info/learner/default_policy/critic_loss,info/learner/default_policy/mean_q,info/learner/default_policy/max_q,info/learner/default_policy/min_q
5.086768838899821,-4.30211264794103,0.8828111692038136,59.1,49,5167,False,12281986,579559,4022,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-28-07,1579912087,60.0844988822937,241641.4740102291,16324,eigadmin-X299-UD4,171.67.80.66,1321.4272351264954,102164,22,7,ee0f3f76,0,-0.03392276,-0.5660082,0.5558704,-0.009202422,-0.4514379,0.45330095,16.51250322399088,1.579058014075689,1.9937444150031962,0.020000000000000018,0.020000000000000018,1998313,511096064,12281986,49.521,15.159,12.454,53.007,20555.158,256.0,2.8601055543618394,38.669300601633005,0.11607971637301244,0.9641897940913162,-0.011968922,0.005736798,0.15009826,-0.043906607,5.5529456,-2.7374506
5.086768838899821,-4.30211264794103,1.0286126169029326,68.37,51,4569,False,12286555,579610,4023,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-29-07,1579912147,60.0138885974884,241701.4878988266,16324,eigadmin-X299-UD4,171.67.80.66,1381.4411237239838,106733,23,7,ee0f3f76,0,-0.045780454,-0.6449846,0.54667705,-0.021544022,-0.5619148,0.3997002,16.66519455950845,1.5693828791796347,2.004044883662815,0.020000000000000018,0.020000000000000018,1998796,511219712,12286555,41.065,17.392,12.808,49.973,19988.232,256.0,27.134177215189872,39.099999999999994,0.06202531645569619,0.9641897940913158,-0.033087302,0.14300732,0.17235088,-0.18741122,4.7162857,-3.2635489
5.236727142525479,-2.5473576058400305,1.3400172794497953,63.66,55,4341,False,12290896,579665,4024,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-30-08,1579912208,60.11617732048035,241761.60407614708,16324,eigadmin-X299-UD4,171.67.80.66,1441.557301044464,111074,24,7,ee0f3f76,0,-0.01997082,-0.43725568,0.45303297,-0.003765645,-0.5619148,0.3997002,16.652353202619206,1.5643849328458208,2.010463835530103,0.020000000000000018,0.020000000000000018,1999280,511343616,12290896,54.001,17.263,15.073,50.448,16984.426,256.0,26.806410256410256,39.178205128205114,0.059358974358974345,0.9641897940913159,0.06940471,0.2362508,0.33773482,-0.29054677,4.913027,-3.0493963
5.236727142525479,-3.3977935927250815,1.1667162226738486,64.75,46,4411,False,12295307,579711,4025,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-31-08,1579912268,60.04340887069702,241821.64748501778,16324,eigadmin-X299-UD4,171.67.80.66,1501.6007099151611,115485,25,7,ee0f3f76,0,-0.010808582,-0.48484358,0.41875598,-0.0021037715,-0.47161335,0.34666458,16.71696827609927,1.5609736244040477,2.004805394927899,0.020000000000000018,0.020000000000000018,1999765,511467776,12295307,35.829,17.883,13.118,53.915,19515.056,256.0,26.897468354430377,39.19999999999998,0.060126582278481,0.9641897940913158,0.013485772,0.40261057,0.096584946,-0.42520028,5.4614587,-3.8098164
4.168427900035663,-3.3977935927250815,0.8899605492389543,66.99,52,4725,False,12300032,579763,4026,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-32-08,1579912328,60.140634059906006,241881.78811907768,16324,eigadmin-X299-UD4,171.67.80.66,1561.7413439750671,120210,26,7,ee0f3f76,0,-0.019023279,-0.48484358,0.5819789,-0.024097765,-0.47161335,0.3740914,16.716832625968845,1.5532149644952546,2.0004678182779934,0.020000000000000018,0.020000000000000018,2000249,511591680,12300032,41.282,15.171,12.28,49.941,20846.522,256.0,26.823076923076922,39.22564102564104,0.05897435897435897,0.9641897940913159,0.07628711,0.41909724,0.21248631,-0.46361822,5.189938,-2.840598
5.386994982703101,-3.9018508910881673,1.066462875172014,62.13,59,4889,False,12304921,579822,4027,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-33-08,1579912388,60.115572452545166,241941.90369153023,16324,eigadmin-X299-UD4,171.67.80.66,1621.8569164276123,125099,27,7,ee0f3f76,0,0.0067141294,-0.50913346,0.5819789,0.010879175,-0.4384564,0.3740914,16.73828051798537,1.5443119664202734,2.012379742138579,0.020000000000000018,0.020000000000000018,2000732,511715328,12304921,43.84,15.027,12.697,55.258,20162.235,256.0,27.06835443037975,39.30126582278483,0.05924050632911392,0.9641897940913158,0.018064976,0.76694024,0.1367605,-0.7979966,4.7099905,-3.1129656
5.386994982703101,-3.6149916412717884,0.8776474826777629,62.81,52,5145,False,12310066,579874,4028,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-34-08,1579912448,60.11882925033569,242002.02252078056,16324,eigadmin-X299-UD4,171.67.80.66,1681.975745677948,130244,28,7,ee0f3f76,0,0.03498479,-0.50913346,0.43344742,0.025025724,-0.43735868,0.37088338,16.721745647600947,1.546764149504948,2.015762624531652,0.020000000000000018,0.020000000000000018,2001212,511838208,12310066,39.675,13.202,12.13,56.009,21103.873,256.0,26.947435897435906,39.30000000000002,0.06,0.9641897940913159,0.03778336,0.619503,0.19446653,-0.65211046,5.6398196,-3.1724563
5.358848054060297,-3.827725656262679,0.6569109331401181,60.75,58,4305,False,12314371,579932,4029,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-35-08,1579912508,60.01416015625,242062.0366809368,16324,eigadmin-X299-UD4,171.67.80.66,1741.989905834198,134549,29,7,ee0f3f76,0,0.032178983,-0.57085216,0.5481199,0.012833316,-0.4740496,0.39890704,16.61469135383555,1.5383812964781032,1.998337558570407,0.020000000000000018,0.020000000000000018,2001695,511961856,12314371,47.059,13.678,11.985,52.909,21360.005,256.0,27.049999999999994,39.379487179487185,0.062179487179487174,0.9641897940913159,-0.003038968,0.8272499,0.16220874,-0.8703705,4.9456015,-3.353413
5.358848054060297,-3.827725656262679,1.0523891944009787,55.87,55,4829,False,12319200,579987,4030,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-36-08,1579912568,60.11163067817688,242122.148311615,16324,eigadmin-X299-UD4,171.67.80.66,1802.1015365123749,139378,30,7,ee0f3f76,0,-0.020691767,-0.57085216,0.5481199,0.002363319,-0.4740496,0.41459444,16.639316963910392,1.5356313108537682,1.9893658436208903,0.020000000000000018,0.020000000000000018,2002176,512084992,12319200,45.273,15.833,12.83,52.893,19952.575,256.0,26.840506329113918,39.400000000000006,0.05860759493670886,0.9641897940913158,0.05787941,0.88867295,0.1846674,-0.9441449,5.035926,-3.8515995
5.124153915957378,-3.7885803069054105,1.1471189549735339,62.4,53,4681,False,12323881,580040,4031,c01253afef6a4a94a70f18d88e800c42,2020-01-24_16-37-36,1579912656,60.11895537376404,242182.26726698875,16324,eigadmin-X299-UD4,171.67.80.66,1862.220491886139,144059,31,7,ee0f3f76,0,0.019421408,-0.48229432,0.61744684,-0.017577492,-0.5581965,0.41459444,16.720916381458096,1.537034055675703,2.007365735780207,0.020000000000000018,0.020000000000000018,2002661,512209152,12323881,39.556,14.214,12.599,52.778,20318.779,256.0,22.90796460176991,39.5,0.053716814159292046,0.9641897940913162,-0.051184937,0.8660548,0.21408388,-0.909287,5.3909454,-4.4040174
